id,graph_id,label
27808,1847,
27809,1847,
27810,1847,
27811,1847,
27812,1847,
27813,1847,
27814,1847,
27815,1847,
27816,1847,
27817,1847,
27818,1847,
27819,1847,
27820,1847,
27821,1848,-1571.5902|11.164951|0.37008467|-8.294|0.914|4.8619003|7.80385|-0.32663|-5.7774|-0.1575|-7.7316|0.9196|11.60704|12.02734
27822,1848,
27823,1848,
27824,1848,
27825,1848,
27826,1848,
27827,1848,
27828,1848,
27829,1848,
27830,1848,
27831,1848,
27832,1848,
27833,1848,
27834,1848,
27835,1848,
27836,1849,-1808.6337|9.900121|0.06112752|-10.163|2.919|8.258509|9.49366|-2.57208|-6.4614|-0.1037|-8.6472|0.8618|11.791888|12.79412
27837,1849,
27838,1849,
27839,1849,
27840,1849,
27841,1849,
27842,1849,
27843,1849,
27844,1849,
27845,1849,
27846,1849,
27847,1849,
27848,1849,
27849,1849,
27850,1849,
27851,1849,
27852,1849,
27853,1849,
27854,1849,
27855,1850,-1679.6022|5.0038023|0.117870234|-8.751|0.782|5.0038023|8.19332|-0.15217|-6.0039|-0.221|-7.8891|1.0694|11.736116|12.24207
27856,1850,
27857,1850,
27858,1850,
27859,1850,
27860,1850,
27861,1850,
27862,1850,
27863,1850,
27864,1850,
27865,1850,
27866,1850,
27867,1850,
27868,1850,
27869,1850,
27870,1850,
27871,1850,
27872,1851,-1703.2794|8.256351|0.22561146|-9.197|1.059|4.833123|8.48518|-0.44637|-6.3436|-0.1602|-8.341|0.7678|11.351674|12.01342
27873,1851,
27874,1851,
27875,1851,
27876,1851,
27877,1851,
27878,1851,
27879,1851,
27880,1851,
27881,1851,
27882,1851,
27883,1851,
27884,1851,
27885,1851,
27886,1851,
27887,1851,
27888,1851,
27889,1852,-1711.4003|8.664402|0.21954285|-9.489|1.186|4.942367|8.66486|-0.54405|-6.4762|-0.118|-8.4236|0.8014|11.560179|12.37386
27890,1852,
27891,1852,
27892,1852,
27893,1852,
27894,1852,
27895,1852,
27896,1852,
27897,1852,
27898,1852,
27899,1852,
27900,1852,
27901,1852,
27902,1852,
27903,1852,
27904,1852,
27905,1852,
27906,1853,-1704.4083|6.0460286|0.4259235|-7.821|1.121|4.7405677|7.25517|-0.51808|-5.7965|0.0413|-7.6819|0.8689|11.969911|12.63358
27907,1853,
27908,1853,
27909,1853,
27910,1853,
27911,1853,
27912,1853,
27913,1853,
27914,1853,
27915,1853,
27916,1853,
27917,1853,
27918,1853,
27919,1853,
27920,1853,
27921,1853,
27922,1854,-1578.936|5.845357|0.32713205|-7.716|1.109|4.652339|7.15435|-0.54405|-5.3135|0.016|-7.2308|0.9122|11.621391|11.93071
27923,1854,
27924,1854,
27925,1854,
27926,1854,
27927,1854,
27928,1854,
27929,1854,
27930,1854,
27931,1854,
27932,1854,
27933,1854,
27934,1854,
27935,1854,
27936,1854,
27937,1855,-1705.8118|6.1146297|0.43081182|-7.637|1.159|4.61957|7.11317|-0.52472|-5.6339|-0.0501|-7.4867|0.8196|12.138873|13.0055
27938,1855,
27939,1855,
27940,1855,
27941,1855,
27942,1855,
27943,1855,
27944,1855,
27945,1855,
27946,1855,
27947,1855,
27948,1855,
27949,1855,
27950,1855,
27951,1855,
27952,1855,
27953,1856,-1580.7493|6.1068435|0.41683015|-7.67|1.141|4.6158996|7.18274|-0.52251|-5.6334|-0.0795|-7.547|0.8379|11.631443|12.22771
27954,1856,
27955,1856,
27956,1856,
27957,1856,
27958,1856,
27959,1856,
27960,1856,
27961,1856,
27962,1856,
27963,1856,
27964,1856,
27965,1856,
27966,1856,
27967,1856,
27968,1857,-1575.9542|11.314714|0.3363884|-8.781|0.552|4.846923|8.18627|0.01966|-6.7345|0.0237|-8.6238|0.8612|11.114907|11.86306
27969,1857,
27970,1857,
27971,1857,
27972,1857,
27973,1857,
27974,1857,
27975,1857,
27976,1857,
27977,1857,
27978,1857,
27979,1857,
27980,1857,
27981,1857,
27982,1857,
27983,1858,-1389.4143|5.0502596|0.3006616|-8.976|-0.329|4.6093283|8.47815|0.79724|-6.6747|-1.6226|-8.5845|0.0476|11.207602|10.89972
27984,1858,
27985,1858,
27986,1858,
27987,1858,
27988,1858,
27989,1858,
27990,1858,
27991,1858,
27992,1858,
27993,1858,
27994,1858,
27995,1858,
27996,1859,-1528.4045|11.002171|0.15004042|-9.907|0.711|5.00157|9.50352|-0.0711|-6.9581|-0.5095|-8.9784|1.1212|10.526356|11.1173
27997,1859,
27998,1859,
27999,1859,
28000,1859,
28001,1859,
28002,1859,
28003,1859,
28004,1859,
28005,1859,
28006,1859,
28007,1859,
28008,1859,
28009,1859,
28010,1859,
28011,1860,-1549.7124|8.872451|0.18808785|-9.571|0.294|4.9092627|9.17711|0.31358|-7.6136|-1.3018|-9.5939|0.3634|10.821643|11.44267
28012,1860,
28013,1860,
28014,1860,
28015,1860,
28016,1860,
28017,1860,
28018,1860,
28019,1860,
28020,1860,
28021,1860,
28022,1860,
28023,1860,
28024,1860,
28025,1860,
28026,1861,-1687.847|10.8987665|0.18328461|-8.857|0.939|5.163806|8.36804|-0.26023|-6.0588|-0.1205|-8.0714|0.8964|11.475926|12.18892
28027,1861,
28028,1861,
28029,1861,
28030,1861,
28031,1861,
28032,1861,
28033,1861,
28034,1861,
28035,1861,
28036,1861,
28037,1861,
28038,1861,
28039,1861,
28040,1861,
28041,1861,
28042,1861,
28043,1862,-1569.7301|6.2639217|0.29100725|-8.697|0.55|4.7629223|8.12755|0.02182|-6.6497|0.0054|-8.5748|0.8471|11.278767|12.06837
28044,1862,
28045,1862,
28046,1862,
28047,1862,
28048,1862,
28049,1862,
28050,1862,
28051,1862,
28052,1862,
28053,1862,
28054,1862,
28055,1862,
28056,1862,
28057,1862,
28058,1863,-1540.7471|6.506996|0.2358398|-9.014|0.744|4.7118278|8.48929|-0.09608|-6.3049|-0.3181|-8.2731|0.9977|11.493267|11.62017
28059,1863,
28060,1863,
28061,1863,
28062,1863,
28063,1863,
28064,1863,
28065,1863,
28066,1863,
28067,1863,
28068,1863,
28069,1863,
28070,1863,
28071,1863,
28072,1863,
28073,1864,-1685.5481|5.4373317|0.18089926|-8.93|0.85|4.7536354|8.39845|-0.23145|-6.174|-0.0708|-8.1747|0.904|11.46753|12.01922
28074,1864,
28075,1864,
28076,1864,
28077,1864,
28078,1864,
28079,1864,
28080,1864,
28081,1864,
28082,1864,
28083,1864,
28084,1864,
28085,1864,
28086,1864,
28087,1864,
28088,1864,
28089,1864,
28090,1865,-1792.108|10.731373|0.16630083|-10.492|3.014|8.407987|10.06054|-2.66711|-6.9737|0.0445|-9.0488|0.9334|11.733811|13.3541
28091,1865,
28092,1865,
28093,1865,
28094,1865,
28095,1865,
28096,1865,
28097,1865,
28098,1865,
28099,1865,
28100,1865,
28101,1865,
28102,1865,
28103,1865,
28104,1865,
28105,1865,
28106,1865,
28107,1865,
28108,1866,-1660.442|11.54787|0.18724398|-10.572|2.915|8.404652|10.15946|-2.58167|-6.9585|0.0996|-9.0755|1.0181|11.397336|12.93216
28109,1866,
28110,1866,
28111,1866,
28112,1866,
28113,1866,
28114,1866,
28115,1866,
28116,1866,
28117,1866,
28118,1866,
28119,1866,
28120,1866,
28121,1866,
28122,1866,
28123,1866,
28124,1866,
28125,1867,-1796.8248|6.2718444|0.41402513|-9.008|1.413|6.2718444|8.40714|-0.76371|-6.6886|-0.0447|-8.7029|0.8988|12.434753|13.59435
28126,1867,
28127,1867,
28128,1867,
28129,1867,
28130,1867,
28131,1867,
28132,1867,
28133,1867,
28134,1867,
28135,1867,
28136,1867,
28137,1867,
28138,1867,
28139,1867,
28140,1867,
28141,1867,
28142,1867,
28143,1868,-1793.3176|6.673844|0.48776722|-9.593|1.277|6.673844|9.05403|-0.70124|-7.1323|0.0412|-9.2151|1.0629|12.503492|13.82648
28144,1868,
28145,1868,
28146,1868,
28147,1868,
28148,1868,
28149,1868,
28150,1868,
28151,1868,
28152,1868,
28153,1868,
28154,1868,
28155,1868,
28156,1868,
28157,1868,
28158,1868,
28159,1868,
28160,1868,
28161,1869,-1636.8151|10.694363|0.4174468|-9.741|2.287|4.37006|9.35221|-1.90909|-7.1659|-0.0141|-9.2643|0.8849|11.981151|13.60725
28162,1869,
28163,1869,
28164,1869,
28165,1869,
28166,1869,
28167,1869,
28168,1869,
28169,1869,
28170,1869,
28171,1869,
28172,1869,
28173,1869,
28174,1869,
28175,1869,
28176,1869,
28177,1870,-1810.3682|11.369132|0.14261949|-10.693|3.018|8.571536|10.13343|-2.74026|-6.955|-0.0181|-9.2514|0.9097|12.015171|13.56257
28178,1870,
28179,1870,
28180,1870,
28181,1870,
28182,1870,
28183,1870,
28184,1870,
28185,1870,
28186,1870,
28187,1870,
28188,1870,
28189,1870,
28190,1870,
28191,1870,
28192,1870,
28193,1870,
28194,1870,
28195,1870,
28196,1871,-1812.7188|11.477408|0.2067999|-10.411|2.874|8.232138|9.92088|-2.54705|-6.8081|-0.0165|-8.9871|0.9025|11.864043|13.13526
28197,1871,
28198,1871,
28199,1871,
28200,1871,
28201,1871,
28202,1871,
28203,1871,
28204,1871,
28205,1871,
28206,1871,
28207,1871,
28208,1871,
28209,1871,
28210,1871,
28211,1871,
28212,1871,
28213,1871,
28214,1871,
28215,1872,-1548.2351|11.618281|0.31038836|-11.005|1.438|5.3795915|10.46698|-1.06176|-7.6809|-0.226|-9.7642|0.7259|10.81357|12.37022
28216,1872,
28217,1872,
28218,1872,
28219,1872,
28220,1872,
28221,1872,
28222,1872,
28223,1872,
28224,1872,
28225,1872,
28226,1872,
28227,1872,
28228,1872,
28229,1872,
28230,1873,-1803.4077|10.637949|0.12074172|-10.086|3.036|8.225777|9.35354|-2.76508|-6.4817|0.0225|-8.5289|0.9182|11.498279|12.55209
28231,1873,
28232,1873,
28233,1873,
28234,1873,
28235,1873,
28236,1873,
28237,1873,
28238,1873,
28239,1873,
28240,1873,
28241,1873,
28242,1873,
28243,1873,
28244,1873,
28245,1873,
28246,1873,
28247,1873,
28248,1874,-1559.3522|11.875168|0.15567084|-9.04|1.068|4.995086|8.45504|-0.39385|-6.3776|-0.1286|-8.359|0.7932|10.719104|11.61643
28249,1874,
28250,1874,
28251,1874,
28252,1874,
28253,1874,
28254,1874,
28255,1874,
28256,1874,
28257,1874,
28258,1874,
28259,1874,
28260,1874,
28261,1874,
28262,1874,
28263,1875,-1930.7765|11.391994|0.25832722|-9.829|2.969|7.7149296|9.17114|-2.62183|-6.2673|-0.0539|-8.2482|0.8554|12.400603|13.69658
28264,1875,
28265,1875,
28266,1875,
28267,1875,
28268,1875,
28269,1875,
28270,1875,
28271,1875,
28272,1875,
28273,1875,
28274,1875,
28275,1875,
28276,1875,
28277,1875,
28278,1875,
28279,1875,
28280,1875,
28281,1875,
28282,1875,
28283,1876,-1937.6721|10.579043|0.12552117|-10.052|2.83|8.073608|9.42617|-2.48939|-6.3948|-0.0516|-8.4616|0.86|12.246719|13.40001
28284,1876,
28285,1876,
28286,1876,
28287,1876,
28288,1876,
28289,1876,
28290,1876,
28291,1876,
28292,1876,
28293,1876,
28294,1876,
28295,1876,
28296,1876,
28297,1876,
28298,1876,
28299,1876,
28300,1876,
28301,1876,
28302,1876,
28303,1877,-1792.6127|6.5608926|0.47680667|-9.421|1.283|6.5608926|8.889|-0.6918|-6.493|-0.0369|-8.5855|1.3678|12.504578|13.44204
28304,1877,
28305,1877,
28306,1877,
28307,1877,
28308,1877,
28309,1877,
28310,1877,
28311,1877,
28312,1877,
28313,1877,
28314,1877,
28315,1877,
28316,1877,
28317,1877,
28318,1877,
28319,1877,
28320,1877,
28321,1878,-1636.4635|10.408563|0.45902357|-9.671|2.25|4.3410225|9.30483|-1.82592|-6.6907|-0.0721|-8.7918|0.8788|11.984247|13.13241
28322,1878,
28323,1878,
28324,1878,
28325,1878,
28326,1878,
28327,1878,
28328,1878,
28329,1878,
28330,1878,
28331,1878,
28332,1878,
28333,1878,
28334,1878,
28335,1878,
28336,1878,
28337,1879,-1809.9773|11.938773|0.119268894|-10.097|3.077|8.200793|9.41152|-2.79622|-6.4798|-0.0224|-8.6176|0.921|11.846584|13.01928
28338,1879,
28339,1879,
28340,1879,
28341,1879,
28342,1879,
28343,1879,
28344,1879,
28345,1879,
28346,1879,
28347,1879,
28348,1879,
28349,1879,
28350,1879,
28351,1879,
28352,1879,
28353,1879,
28354,1879,
28355,1879,
28356,1880,-1812.8794|10.978179|0.2058289|-9.945|3.162|7.9106913|9.49672|-2.85635|-6.5291|-0.1291|-8.6539|0.823|12.098805|13.32355
28357,1880,
28358,1880,
28359,1880,
28360,1880,
28361,1880,
28362,1880,
28363,1880,
28364,1880,
28365,1880,
28366,1880,
28367,1880,
28368,1880,
28369,1880,
28370,1880,
28371,1880,
28372,1880,
28373,1880,
28374,1880,
28375,1881,-1817.1349|12.702205|0.14574124|-9.596|2.991|7.6000814|9.22804|-2.63914|-6.1666|-0.2154|-8.248|0.7524|12.114219|13.01112
28376,1881,
28377,1881,
28378,1881,
28379,1881,
28380,1881,
28381,1881,
28382,1881,
28383,1881,
28384,1881,
28385,1881,
28386,1881,
28387,1881,
28388,1881,
28389,1881,
28390,1881,
28391,1881,
28392,1881,
28393,1881,
28394,1882,-1813.266|13.014786|0.071082994|-9.96|2.878|7.9060416|9.48401|-2.55658|-6.3892|-0.1335|-8.4732|0.8194|11.848614|12.77112
28395,1882,
28396,1882,
28397,1882,
28398,1882,
28399,1882,
28400,1882,
28401,1882,
28402,1882,
28403,1882,
28404,1882,
28405,1882,
28406,1882,
28407,1882,
28408,1882,
28409,1882,
28410,1882,
28411,1882,
28412,1882,
28413,1883,-1547.2511|10.520299|0.20428693|-10.548|1.388|5.341664|9.92916|-0.98031|-7.1955|-0.3429|-9.2777|0.6994|10.761738|11.91743
28414,1883,
28415,1883,
28416,1883,
28417,1883,
28418,1883,
28419,1883,
28420,1883,
28421,1883,
28422,1883,
28423,1883,
28424,1883,
28425,1883,
28426,1883,
28427,1883,
28428,1884,-1812.349|11.225333|0.18084925|-9.851|3.156|7.957595|9.19589|-2.96563|-6.6475|0.0653|-8.7175|0.9532|11.471137|12.55895
28429,1884,
28430,1884,
28431,1884,
28432,1884,
28433,1884,
28434,1884,
28435,1884,
28436,1884,
28437,1884,
28438,1884,
28439,1884,
28440,1884,
28441,1884,
28442,1884,
28443,1884,
28444,1884,
28445,1884,
28446,1885,-1550.8804|11.781373|0.20380165|-9.713|1.036|4.9246745|9.09906|-0.36066|-7.0221|-0.0042|-9.0243|1.4903|10.551433|11.48266
28447,1885,
28448,1885,
28449,1885,
28450,1885,
28451,1885,
28452,1885,
28453,1885,
28454,1885,
28455,1885,
28456,1885,
28457,1885,
28458,1885,
28459,1885,
28460,1885,
28461,1886,-1683.1249|12.501831|0.10924855|-10.04|3.054|8.071687|9.36105|-2.71234|-6.722|-0.0464|-8.7948|0.8716|11.002927|11.93268
28462,1886,
28463,1886,
28464,1886,
28465,1886,
28466,1886,
28467,1886,
28468,1886,
28469,1886,
28470,1886,
28471,1886,
28472,1886,
28473,1886,
28474,1886,
28475,1886,
28476,1886,
28477,1886,
28478,1887,-1940.4675|11.567472|0.10995678|-10.061|3.062|8.157039|9.33344|-2.78285|-6.4446|-0.0256|-8.475|0.8921|12.320659|13.66741
28479,1887,
28480,1887,
28481,1887,
28482,1887,
28483,1887,
28484,1887,
28485,1887,
28486,1887,
28487,1887,
28488,1887,
28489,1887,
28490,1887,
28491,1887,
28492,1887,
28493,1887,
28494,1887,
28495,1887,
28496,1887,
28497,1887,
28498,1888,-1816.586|5.8388357|0.28238815|-8.558|1.519|5.8388357|8.05397|-0.83293|-6.3193|-0.0566|-8.4618|0.8803|12.129367|12.95832
28499,1888,
28500,1888,
28501,1888,
28502,1888,
28503,1888,
28504,1888,
28505,1888,
28506,1888,
28507,1888,
28508,1888,
28509,1888,
28510,1888,
28511,1888,
28512,1888,
28513,1888,
28514,1888,
28515,1888,
28516,1889,-1813.6135|6.34512|0.3917754|-9.177|1.398|6.34512|8.53878|-0.72933|-6.7707|-0.1118|-8.8015|1.2173|12.121856|12.98642
28517,1889,
28518,1889,
28519,1889,
28520,1889,
28521,1889,
28522,1889,
28523,1889,
28524,1889,
28525,1889,
28526,1889,
28527,1889,
28528,1889,
28529,1889,
28530,1889,
28531,1889,
28532,1889,
28533,1889,
28534,1890,-1829.8192|11.381072|0.11949181|-9.876|3.029|7.946263|9.33264|-2.72938|-6.2842|-0.0478|-8.3642|0.9028|11.745194|12.73907
28535,1890,
28536,1890,
28537,1890,
28538,1890,
28539,1890,
28540,1890,
28541,1890,
28542,1890,
28543,1890,
28544,1890,
28545,1890,
28546,1890,
28547,1890,
28548,1890,
28549,1890,
28550,1890,
28551,1890,
28552,1890,
28553,1891,-1819.1824|10.676782|0.08356106|-10.069|2.875|8.067459|9.79696|-2.57671|-6.5578|-0.1297|-8.6358|0.843|11.916322|12.82083
28554,1891,
28555,1891,
28556,1891,
28557,1891,
28558,1891,
28559,1891,
28560,1891,
28561,1891,
28562,1891,
28563,1891,
28564,1891,
28565,1891,
28566,1891,
28567,1891,
28568,1891,
28569,1891,
28570,1891,
28571,1891,
28572,1892,-1813.834|12.19411|0.10592276|-9.94|3.025|7.9787345|9.42812|-2.74247|-6.3732|-0.0884|-8.4464|0.8493|11.919193|12.99928
28573,1892,
28574,1892,
28575,1892,
28576,1892,
28577,1892,
28578,1892,
28579,1892,
28580,1892,
28581,1892,
28582,1892,
28583,1892,
28584,1892,
28585,1892,
28586,1892,
28587,1892,
28588,1892,
28589,1892,
28590,1892,
28591,1893,-1960.4779|10.599725|0.07485157|-10.421|2.987|8.328338|9.74917|-2.65921|-6.8708|-0.1202|-8.9705|0.8605|12.114481|13.18756
28592,1893,
28593,1893,
28594,1893,
28595,1893,
28596,1893,
28597,1893,
28598,1893,
28599,1893,
28600,1893,
28601,1893,
28602,1893,
28603,1893,
28604,1893,
28605,1893,
28606,1893,
28607,1893,
28608,1893,
28609,1893,
28610,1893,
28611,1894,-1677.6262|7.319563|0.57737154|-8.238|0.616|4.536809|7.80347|-0.06578|-6.2425|-0.9894|-8.2428|0.5733|11.850409|12.12455
28612,1894,
28613,1894,
28614,1894,
28615,1894,
28616,1894,
28617,1894,
28618,1894,
28619,1894,
28620,1894,
28621,1894,
28622,1894,
28623,1894,
28624,1894,
28625,1894,
28626,1894,
28627,1895,-1819.7067|6.089771|0.29512617|-8.988|1.385|6.089771|8.4944|-0.74545|-6.8782|-0.0581|-9.0419|0.8774|11.957015|12.61652
28628,1895,
28629,1895,
28630,1895,
28631,1895,
28632,1895,
28633,1895,
28634,1895,
28635,1895,
28636,1895,
28637,1895,
28638,1895,
28639,1895,
28640,1895,
28641,1895,
28642,1895,
28643,1895,
28644,1895,
28645,1896,-1820.271|6.0964537|0.3197478|-8.959|1.392|6.0964537|8.46663|-0.73951|-6.7127|-0.0304|-8.819|0.8884|12.117557|12.69436
28646,1896,
28647,1896,
28648,1896,
28649,1896,
28650,1896,
28651,1896,
28652,1896,
28653,1896,
28654,1896,
28655,1896,
28656,1896,
28657,1896,
28658,1896,
28659,1896,
28660,1896,
28661,1896,
28662,1896,
28663,1897,-1815.0829|6.001319|0.25556332|-8.857|1.432|6.001319|8.4127|-0.78368|-6.4748|-0.0805|-8.539|0.9915|12.202045|12.99314
28664,1897,
28665,1897,
28666,1897,
28667,1897,
28668,1897,
28669,1897,
28670,1897,
28671,1897,
28672,1897,
28673,1897,
28674,1897,
28675,1897,
28676,1897,
28677,1897,
28678,1897,
28679,1897,
28680,1897,
28681,1898,-1817.5912|5.7630057|0.27221498|-8.457|1.546|5.7630057|7.99638|-0.8564|-6.1175|0.0021|-8.2511|0.8994|12.408032|13.28754
28682,1898,
28683,1898,
28684,1898,
28685,1898,
28686,1898,
28687,1898,
28688,1898,
28689,1898,
28690,1898,
28691,1898,
28692,1898,
28693,1898,
28694,1898,
28695,1898,
28696,1898,
28697,1898,
28698,1898,
28699,1899,-1816.0826|6.2091074|0.35404617|-8.915|1.489|6.2091074|8.40567|-0.83963|-6.3983|-0.0457|-8.4729|0.8971|12.090473|12.75587
28700,1899,
28701,1899,
28702,1899,
28703,1899,
28704,1899,
28705,1899,
28706,1899,
28707,1899,
28708,1899,
28709,1899,
28710,1899,
28711,1899,
28712,1899,
28713,1899,
28714,1899,
28715,1899,
28716,1899,
28717,1900,-1453.7673|6.7514095|0.5273537|-9.454|-0.03|4.146625|9.48095|0.68731|-7.3048|-1.2949|-9.2894|0.2517|10.750395|10.95676
28718,1900,
28719,1900,
28720,1900,
28721,1900,
28722,1900,
28723,1900,
28724,1900,
28725,1900,
28726,1900,
28727,1900,
28728,1900,
28729,1900,
28730,1901,-1707.3469|11.338892|0.16603217|-9.092|1.187|4.8301597|8.36241|-0.50943|-6.2484|-0.1475|-8.2058|0.779|11.444118|12.27768
28731,1901,
28732,1901,
28733,1901,
28734,1901,
28735,1901,
28736,1901,
28737,1901,
28738,1901,
28739,1901,
28740,1901,
28741,1901,
28742,1901,
28743,1901,
28744,1901,
28745,1901,
28746,1901,
28747,1902,-1567.7119|6.845751|0.23643619|-7.867|0.541|4.0421047|7.3794|0.13523|-5.6862|-0.4298|-7.6656|1.1408|11.410814|11.71632
28748,1902,
28749,1902,
28750,1902,
28751,1902,
28752,1902,
28753,1902,
28754,1902,
28755,1902,
28756,1902,
28757,1902,
28758,1902,
28759,1902,
28760,1902,
28761,1902,
28762,1903,-1570.0177|4.575443|0.3228589|-8.057|0.486|4.575443|7.46744|0.20817|-5.8249|-0.4284|-7.7559|1.0702|12.148534|12.24737
28763,1903,
28764,1903,
28765,1903,
28766,1903,
28767,1903,
28768,1903,
28769,1903,
28770,1903,
28771,1903,
28772,1903,
28773,1903,
28774,1903,
28775,1903,
28776,1903,
28777,1904,-1580.4264|6.5305657|0.3200325|-8.078|0.958|4.6582036|7.64|-0.23197|-6.22|-0.1828|-8.1451|0.7184|11.189892|11.77112
28778,1904,
28779,1904,
28780,1904,
28781,1904,
28782,1904,
28783,1904,
28784,1904,
28785,1904,
28786,1904,
28787,1904,
28788,1904,
28789,1904,
28790,1904,
28791,1904,
28792,1905,-1828.3818|11.16861|0.11313468|-9.883|2.98|7.966113|9.16667|-2.65117|-6.2882|-0.1499|-8.4434|0.8345|11.67447|12.55073
28793,1905,
28794,1905,
28795,1905,
28796,1905,
28797,1905,
28798,1905,
28799,1905,
28800,1905,
28801,1905,
28802,1905,
28803,1905,
28804,1905,
28805,1905,
28806,1905,
28807,1905,
28808,1905,
28809,1905,
28810,1905,
28811,1906,-1819.6449|8.382966|0.10771433|-10.283|2.917|8.180224|9.70661|-2.64499|-6.7173|-0.1142|-8.8532|0.8398|11.993304|12.98546
28812,1906,
28813,1906,
28814,1906,
28815,1906,
28816,1906,
28817,1906,
28818,1906,
28819,1906,
28820,1906,
28821,1906,
28822,1906,
28823,1906,
28824,1906,
28825,1906,
28826,1906,
28827,1906,
28828,1906,
28829,1906,
28830,1907,-1545.4326|6.35277|0.17209482|-9.95|0.857|4.8704553|9.46315|-0.23529|-7.1792|-0.3219|-9.204|1.2978|10.432845|11.18146
28831,1907,
28832,1907,
28833,1907,
28834,1907,
28835,1907,
28836,1907,
28837,1907,
28838,1907,
28839,1907,
28840,1907,
28841,1907,
28842,1907,
28843,1907,
28844,1907,
28845,1908,-1565.8997|5.6495337|0.22991481|-8.366|0.725|4.933713|7.7347|-0.09489|-5.9804|-0.2944|-7.8539|1.1852|11.551349|11.70559
28846,1908,
28847,1908,
28848,1908,
28849,1908,
28850,1908,
28851,1908,
28852,1908,
28853,1908,
28854,1908,
28855,1908,
28856,1908,
28857,1908,
28858,1908,
28859,1908,
28860,1909,-1703.7974|8.595937|0.1220354|-9.246|0.945|5.183495|8.61252|-0.33415|-6.4645|-0.1139|-8.4417|0.7929|11.303311|12.02913
28861,1909,
28862,1909,
28863,1909,
28864,1909,
28865,1909,
28866,1909,
28867,1909,
28868,1909,
28869,1909,
28870,1909,
28871,1909,
28872,1909,
28873,1909,
28874,1909,
28875,1909,
28876,1909,
28877,1910,-1436.9529|4.2949743|0.6431024|-8.438|-0.712|4.2949743|7.72028|1.14386|-6.3321|-1.79|-8.0868|-0.2113|12.823233|11.54535
28878,1910,
28879,1910,
28880,1910,
28881,1910,
28882,1910,
28883,1910,
28884,1910,
28885,1910,
28886,1910,
28887,1910,
28888,1910,
28889,1910,
28890,1911,-1431.3755|5.364465|0.48185316|-9.821|-1.222|3.863131|9.06735|1.60638|-7.7354|-2.6571|-9.6906|-0.9442|11.316446|11.38473
28891,1911,
28892,1911,
28893,1911,
28894,1911,
28895,1911,
28896,1911,
28897,1911,
28898,1911,
28899,1911,
28900,1911,
28901,1911,
28902,1911,
28903,1912,-1571.0547|5.304493|0.40258378|-9.024|0.131|4.851287|8.39149|0.34943|-6.6156|-0.8454|-8.4861|0.7157|11.725696|11.8489
28904,1912,
28905,1912,
28906,1912,
28907,1912,
28908,1912,
28909,1912,
28910,1912,
28911,1912,
28912,1912,
28913,1912,
28914,1912,
28915,1912,
28916,1912,
28917,1912,
28918,1913,-1587.4581|12.103043|0.30540228|-7.857|0.858|4.4266224|7.357|-0.1389|-6.076|-0.2091|-8.0784|0.6796|11.235143|11.9226
28919,1913,
28920,1913,
28921,1913,
28922,1913,
28923,1913,
28924,1913,
28925,1913,
28926,1913,
28927,1913,
28928,1913,
28929,1913,
28930,1913,
28931,1913,
28932,1913,
28933,1914,-1579.4208|5.877767|0.34980017|-7.464|1.125|4.456206|6.931|-0.52626|-5.1683|-0.0965|-7.085|0.8175|11.737805|11.98352
28934,1914,
28935,1914,
28936,1914,
28937,1914,
28938,1914,
28939,1914,
28940,1914,
28941,1914,
28942,1914,
28943,1914,
28944,1914,
28945,1914,
28946,1914,
28947,1914,
28948,1915,-1534.661|11.371227|0.20199002|-9.626|0.88|5.029876|9.11225|-0.19231|-6.7898|-0.2373|-8.8104|1.3074|10.722799|11.43838
28949,1915,
28950,1915,
28951,1915,
28952,1915,
28953,1915,
28954,1915,
28955,1915,
28956,1915,
28957,1915,
28958,1915,
28959,1915,
28960,1915,
28961,1915,
28962,1915,
28963,1916,-1541.7053|11.0069065|0.18864043|-8.753|0.922|5.0772886|8.28175|-0.26515|-6.0842|-0.0423|-8.0673|0.9531|10.79686|11.54403
28964,1916,
28965,1916,
28966,1916,
28967,1916,
28968,1916,
28969,1916,
28970,1916,
28971,1916,
28972,1916,
28973,1916,
28974,1916,
28975,1916,
28976,1916,
28977,1916,
28978,1917,-1408.2382|5.3241696|0.4657414|-9.544|-1.194|4.0044255|9.02894|1.73115|-7.6658|-2.8249|-9.6512|-1.151|11.113522|11.08367
28979,1917,
28980,1917,
28981,1917,
28982,1917,
28983,1917,
28984,1917,
28985,1917,
28986,1917,
28987,1917,
28988,1917,
28989,1917,
28990,1917,
28991,1918,-1548.725|4.3987503|0.3144698|-8.357|-0.106|4.3987503|7.86782|0.57549|-5.8788|-1.0915|-7.7298|0.4937|12.046024|11.85299
28992,1918,
28993,1918,
28994,1918,
28995,1918,
28996,1918,
28997,1918,
28998,1918,
28999,1918,
29000,1918,
29001,1918,
29002,1918,
29003,1918,
29004,1918,
29005,1918,
29006,1919,-1684.8434|5.2485504|0.13834657|-8.979|0.773|5.1261764|8.49993|-0.15429|-6.2255|-0.089|-8.2095|1.0761|11.343935|11.97032
29007,1919,
29008,1919,
29009,1919,
29010,1919,
29011,1919,
29012,1919,
29013,1919,
29014,1919,
29015,1919,
29016,1919,
29017,1919,
29018,1919,
29019,1919,
29020,1919,
29021,1919,
29022,1919,
29023,1920,-1545.5907|4.323615|0.33606392|-8.394|-0.226|4.323615|7.93926|0.69155|-5.9789|-1.1807|-7.8896|0.3777|11.968928|11.65314
